node_id,job_id,subjob_id,worker_count,subjob_throughput
122.114.2.214:7777,a46dc055-fcaf-4757-92e1-24b217c6e21f,498d2432-ba1a-411c-be6b-530cd9af24e2,10.0,8271388.738141471
122.114.2.214:7777,d91afa3b-be78-4f10-8de1-e385d0e28c21,77944449-4aec-41b4-aecd-dff8bc91b7ee,8.0,6743319.095210308
122.114.2.214:7777,d91afa3b-be78-4f10-8de1-e385d0e28c21,8a195fa0-d38d-4abc-85e2-ba85d7063007,10.0,7839607.370496481
122.114.2.214:7777,c2ff83c6-263f-4bbf-a8f3-af5164ad62af,c6a1d43f-c2ec-499e-b2cb-ec8b8f8ddd36,8.0,7190356.093418716
122.114.2.214:7777,c2ff83c6-263f-4bbf-a8f3-af5164ad62af,ef198208-6a7f-4a30-9cba-3f55295ed4c2,10.0,8000119.442093259
222.74.153.82:7777,c1c718bc-1407-4678-8539-a16e9bcf46e1,cf937433-9a1d-47b7-b1df-ec83762e4a81,8.0,11569380.98086058
222.74.153.82:7777,c1c718bc-1407-4678-8539-a16e9bcf46e1,b8d9a3d4-83b2-4297-a57b-ad2617f4ad54,10.0,11710856.482340124
222.74.153.82:7777,fe5f3e98-238a-4288-b48f-eae5cd4f3584,96ce0407-dd17-46c2-86f9-9c6cdc0422c8,8.0,10569649.557393027
222.74.153.82:7777,fe5f3e98-238a-4288-b48f-eae5cd4f3584,236adce9-d8f8-4aa6-b325-f320c0b35e71,10.0,11697912.40611264
222.74.153.82:7777,bd910975-9ade-47d6-9e2f-edf9e2d49234,279096a6-8f5a-47ea-99ea-fd755443bb63,8.0,10184027.272871487
222.74.153.82:7777,bd910975-9ade-47d6-9e2f-edf9e2d49234,114e3e17-1cc1-4189-9350-8d8b23a568d0,10.0,10382775.663288452
222.214.219.199:7777,db415af2-770a-40ce-a7ad-b319626cd356,0612a3f8-5f24-4a87-af4e-d494f1434923,,
222.214.219.199:7777,db415af2-770a-40ce-a7ad-b319626cd356,042cf651-d5e7-4e53-8808-36cb94f93fc0,8.0,1390484.846597316
222.214.219.199:7777,db415af2-770a-40ce-a7ad-b319626cd356,f7212e3e-549e-4bc0-b780-84fb08ae0eab,10.0,1627762.119976371
222.214.219.199:7777,c2c2157c-a1fc-467a-a06a-d823ced51648,c7c79866-0c41-4f6e-bec2-dd31163bdcb1,,
222.214.219.199:7777,c2c2157c-a1fc-467a-a06a-d823ced51648,a060f665-db3b-4796-91ba-de68a213e1f2,8.0,1108120.2087525988
222.214.219.199:7777,c2c2157c-a1fc-467a-a06a-d823ced51648,86f236b8-bf65-47be-aa7d-f5ba8c6f66b7,10.0,2024716.5965636857
222.214.219.199:7777,cda01835-c064-4d98-bec2-aa681a1b33be,50f75f01-9c3a-4fa8-a498-f26e1bd2668f,,
222.214.219.199:7777,cda01835-c064-4d98-bec2-aa681a1b33be,2c1b76dd-520f-47b1-bced-b4930b66f6b3,8.0,879707.4687659794
222.214.219.199:7777,cda01835-c064-4d98-bec2-aa681a1b33be,c594674c-4fc8-47f0-aa9d-ded657afc987,10.0,916037.9221503179
43.229.79.68:7777,15f41be7-26a0-4351-90e2-14ec21bc693f,a2938374-b5b4-49c7-960a-b1e8f306078d,,42182590.6388754
43.229.79.68:7777,15f41be7-26a0-4351-90e2-14ec21bc693f,abda52b8-f1d5-4747-b163-96cb3bc04959,,40226219.5262804
103.1.65.125:42398,eab0091f-88ff-4c06-bce0-88ca2ce3d248,7dfed73d-1ab0-4755-8e55-3c6dc114de9e,,86001.8593175452
103.1.65.125:42398,eab0091f-88ff-4c06-bce0-88ca2ce3d248,e22d95c0-6b7e-42ae-8302-cd1e121fffb4,,25975462.091071725
103.1.65.125:42398,89a08ee5-4ac5-4521-8d6e-791d3c771a03,15fd166e-bf23-49c2-9d5c-fd07b55e3b43,,124281.28550004799
103.1.65.125:42398,89a08ee5-4ac5-4521-8d6e-791d3c771a03,9fc0bc38-154a-4387-b1e5-9f2143fa5815,,124105.12587330183
43.229.79.68:7777,7bccb4b6-7fde-4a1b-9a76-9aed14277e42,6737d374-5add-40d1-8d72-cf8c916e71c6,,37564177.770758614
43.229.79.68:7777,7bccb4b6-7fde-4a1b-9a76-9aed14277e42,d803b205-0ec8-4499-96ee-2e89716c8c65,,37781430.49232208
43.229.79.68:7777,ad3b74ec-c767-4b8c-94d6-f07cf3742c43,b8f7da85-d931-4fc7-9f7d-9a46520eba3a,,33899046.37944451
43.229.79.68:7777,ad3b74ec-c767-4b8c-94d6-f07cf3742c43,eb602615-2fa2-46a6-8f2b-66cb2b8f1fb2,,44489809.178937264
188.227.57.12:37777,db252037-a59c-43f1-adb5-538f5e24fbfd,dcf1e5eb-06fa-4940-9513-b18c87d0c82f,,4532381.820734109
188.227.57.12:37777,db252037-a59c-43f1-adb5-538f5e24fbfd,59da326f-433b-4f68-943e-7e923a27af11,,4846095.681134245
188.227.57.12:37777,94926e15-2b50-427a-b2ba-207b88bc8787,5557ac57-e218-4fe4-ab88-d2427a8c1e36,,4862484.085514899
188.227.57.12:37777,94926e15-2b50-427a-b2ba-207b88bc8787,1d4904ce-c854-45bc-a9cb-a4111fd954d3,,4748694.81539757
203.160.91.76:11876,7d87222d-f472-416b-860e-a918d9367818,82bef855-998a-4d7d-91c2-a02d572be037,,280001830.6151333
203.160.91.76:11876,7d87222d-f472-416b-860e-a918d9367818,9f89a1dc-139f-4e79-aa1c-79a7cefd3c9a,,434249867.4669039
222.214.219.199:7777,69acafca-47c2-4e59-a191-d8528d4f1e2d,10619138-f294-420b-b387-1f510da29e5a,,3137773.7366155316
222.214.219.199:7777,69acafca-47c2-4e59-a191-d8528d4f1e2d,e547b5a3-63ef-4ae0-a2a0-939feed488be,,2938095.708013445
222.214.219.199:7777,3113c5d2-29b3-4968-8d59-79d7b4730cb3,ab66b178-317a-43bd-b6da-70da8fe155b9,,1847501.0670695424
222.214.219.199:7777,3113c5d2-29b3-4968-8d59-79d7b4730cb3,8019c4c1-f562-43f0-8f0a-9e04f6da43b7,,1795281.161838858
203.160.91.76:11876,e25cad75-6db5-4d61-8217-293312c01378,f7186b93-98e9-4410-9266-3e83342eaeca,,141698688.4324504
203.160.91.76:11876,e25cad75-6db5-4d61-8217-293312c01378,9ed2a16d-c4d3-409c-b7b1-8679a5b01a3e,,267891827.04203954
203.160.91.76:11876,7eb3d672-9c08-4a15-97ec-49b5dbfc2946,780b06a6-6c35-45c9-b42a-fdb449a029be,,118714725.10500468
203.160.91.76:11876,7eb3d672-9c08-4a15-97ec-49b5dbfc2946,e44cfb32-b886-48dd-b920-c989cb71fa91,,107062033.58814235
8.211.145.187:58421,fbad35ff-750c-4227-bbfc-2563ae420faa,a10c50d0-6b2a-4d16-8ba4-dc9eb0774c46,,150563.0703916056
8.211.145.187:58421,fbad35ff-750c-4227-bbfc-2563ae420faa,64806bf6-10e9-4b3b-bfc4-68b0eeeb3cd4,,136154.3761577966
8.211.145.187:58421,48347532-c2e1-4813-afd5-7776250a5328,e416f307-c56a-4b24-917b-71c342a68f6b,,135403.6742051607
8.211.145.187:58421,48347532-c2e1-4813-afd5-7776250a5328,6790e508-ecdb-4e1d-b59c-01abd3086403,,167784.19555397888
125.67.244.19:7777,30cdbbe8-ac43-4913-b34f-4d10b50f71e3,198bbd0b-afe9-41b9-a714-09d8f773b30a,,29229629.51019252
125.67.244.19:7777,30cdbbe8-ac43-4913-b34f-4d10b50f71e3,530ab850-70c0-4a33-819c-c638477bb3f3,,28686093.71980264
125.67.244.19:7777,fb40bef1-7318-4fb2-8aa3-6811377f3c64,0a24427b-64cc-43b0-b525-529cce258e6c,,19562707.123369895
125.67.244.19:7777,fb40bef1-7318-4fb2-8aa3-6811377f3c64,c40033dd-289e-4e79-b0a4-e4fd62a8da97,,18416976.413206596
103.1.65.126:18924,06fa6c3f-bd69-4e21-aea5-3b30c758cdac,22b23c8d-cf13-44c6-99c0-f6da535d7c30,,94619994.44893932
103.1.65.126:18924,06fa6c3f-bd69-4e21-aea5-3b30c758cdac,23877fa4-56b9-4043-aa3e-1d52c266a0fa,,118057772.03450447
162.219.87.217:34985,55b54989-740c-47a9-b33d-19afda9f8753,6eb93c38-c3fb-432a-a232-93207240f77c,,291946826.44512486
162.219.87.217:34985,55b54989-740c-47a9-b33d-19afda9f8753,a86e3979-8f37-4d4f-92ae-8969d2056fbc,,252697751.7210977
162.219.87.217:34985,56bba3ef-1420-4874-9f21-c624d27a7066,d5fab82d-4423-45e6-bdba-aea92cbf7832,,240334136.8258182
162.219.87.217:34985,56bba3ef-1420-4874-9f21-c624d27a7066,db0ccf59-602c-45bc-8a49-4a334853400c,,232737792.52439493
162.219.87.217:34985,4092d50b-9e15-484d-89f1-56a49edc2eeb,f856950a-93b7-443f-8e06-7e1088e04376,,111626942.3729882
162.219.87.217:34985,4092d50b-9e15-484d-89f1-56a49edc2eeb,c46680d9-7db6-4cf7-9710-5fee077e33e0,,119357723.47408679
93.183.72.2:17197,0083d0bb-74c9-44b4-aa37-76aa6421652c,517b14a6-e014-49e5-815b-9aee535c6f3c,,2964457.122732644
93.183.72.2:17197,0083d0bb-74c9-44b4-aa37-76aa6421652c,210c79e9-f8db-48a7-ad72-414605ca7f90,,3032070.7674560896
8.211.145.187:58421,a3eea625-18fb-42ab-b89a-fa90eb7428b1,1a3761e3-991c-41ae-8d59-7e06104019b4,,136408.2682240608
8.211.145.187:58421,a3eea625-18fb-42ab-b89a-fa90eb7428b1,300af3e0-149b-4b05-804c-141a221e22ad,,144744.86480360094
103.1.65.126:18924,5173efe2-20d5-4131-a67e-8cfbd90a6eef,60402fe5-d6a8-4746-971a-8ce846c1f126,,325537878.8411358
103.1.65.126:18924,5173efe2-20d5-4131-a67e-8cfbd90a6eef,75c26e75-ee0d-448b-afa0-52a856f2ad5f,,294953914.14986193
103.1.65.126:18924,50e3de30-efbe-4d79-8da6-13a09c1a83a7,57d0cb1e-cda7-4851-8a62-b7662ec2002e,,245278799.91957197
103.1.65.126:18924,50e3de30-efbe-4d79-8da6-13a09c1a83a7,544c0676-3d35-4521-9213-f200d01f6ab6,,237795361.31080315
93.183.72.2:17197,62146498-6d8b-4c39-a08b-62ea1e2bc0ec,b8bb508b-2fe0-44c6-8f94-bb857430e028,,3155221.4741565064
93.183.72.2:17197,62146498-6d8b-4c39-a08b-62ea1e2bc0ec,eb7857d4-48b8-4f33-b44d-45b4814cfd34,,3244754.1569432425
47.254.47.133:58420,0b9b7cf0-c0ee-405a-8ed4-a11bba457525,7772fb98-9d0e-4fd5-8913-6e60d0b9c8db,,130397.05023094639
47.254.47.133:58420,0b9b7cf0-c0ee-405a-8ed4-a11bba457525,ef30abd9-8e8d-421d-bdb7-6e62b2450206,,129767.82236903605
47.254.47.133:58421,6d99272a-566b-4aac-87a6-80f1152e79f4,596884e6-738a-4f59-a00d-f53267ade793,,
47.254.47.133:58421,6d99272a-566b-4aac-87a6-80f1152e79f4,b88d8755-2b06-4a79-a4f3-1d772164f374,,130572.85404238504
47.254.47.133:58420,875f5273-bab0-467e-b1a1-0e03ef124b73,e427bc71-33e2-4342-8683-52bc508573e0,,138527.31513753897
47.254.47.133:58420,875f5273-bab0-467e-b1a1-0e03ef124b73,7619e754-3cd6-438e-8f04-7b202b2dd570,,
47.254.47.133:58421,194b6fe7-6294-4564-91f8-63db94c08a87,88909834-c2f6-4070-bfb2-987725d5c101,,135571.9048968359
47.254.47.133:58421,194b6fe7-6294-4564-91f8-63db94c08a87,312a0365-7d2b-45f0-add0-11c4a0e7a22c,,142451.6091709063
47.254.47.133:58421,23971dd3-9346-452d-8fcc-8787633225a3,5d8af224-0d10-405b-a134-8635bd3e5d4d,,136499.58524414024
47.254.47.133:58421,23971dd3-9346-452d-8fcc-8787633225a3,a14f7205-7557-412a-bdee-93ddf94c114d,,136564.15464250458
47.254.47.133:58420,0995ff58-e2f1-4758-856a-199a1130cc48,750378f3-3e06-485d-8a2c-8fe16a9f1f84,,136947.6664920466
47.254.47.133:58420,0995ff58-e2f1-4758-856a-199a1130cc48,0b063801-4312-4ae8-83dd-e317702afbcf,,135409.25471910287
103.1.65.125:42398,1555dffd-62cd-4024-bed5-42a0b2a4e0f7,dd144e66-a450-441f-88e6-2403277bccba,,120496502.15346798
103.1.65.125:42398,1555dffd-62cd-4024-bed5-42a0b2a4e0f7,ce53945e-0bf2-44b2-a525-929291efb570,,120657677.82962045
203.160.91.78:7812,d9ec93b7-a37b-4a66-89e1-b9e215e7c25d,7b912d1b-5b3b-4fad-89e5-adc5ffdcb4a8,,274228388.63776815
203.160.91.78:7812,d9ec93b7-a37b-4a66-89e1-b9e215e7c25d,60c2f62d-5c74-49bf-97cb-d19f1d318c0b,,243804508.08572984
203.160.91.78:7812,27c30a3a-e893-4d49-a059-691a9c68d28a,c5b4f757-4e3d-4bf5-9392-ff798c5de974,,112045354.8185526
203.160.91.78:7812,27c30a3a-e893-4d49-a059-691a9c68d28a,bb3e9226-f97d-4df5-8ed5-6e6b85816b91,,116339107.28304036
203.160.91.78:7812,764df5aa-ae55-46db-b185-6d43be3bd179,f0dc35a3-4e0d-4b5f-91a9-46388d113690,,244682801.19805092
203.160.91.78:7812,764df5aa-ae55-46db-b185-6d43be3bd179,d186de20-a4da-4369-9864-3646ff421db6,,230398388.50336993
93.183.72.2:17197,bd7c0ffe-0168-40d2-b8c2-fc5bb47063b6,882d53dd-4589-41d3-bc7a-179557a6db3c,,2981222.1482947636
93.183.72.2:17197,bd7c0ffe-0168-40d2-b8c2-fc5bb47063b6,f956fe34-1c6d-49b8-add7-ad96dbbc6704,,2856917.6570578027
157.148.101.187:58420,1f74596c-ef4b-4469-b225-391947f17174,ba69ad08-aa04-4401-9b76-53768b15554a,,38209878.52790983
157.148.101.187:58420,1f74596c-ef4b-4469-b225-391947f17174,5a0c7500-f8d9-4fc2-b4aa-6417ad27ae1b,,31642820.428147256
47.236.144.226:58420,aa710fdc-3432-4be0-a4d6-ffce3511c2ec,5509c73a-583c-4db9-8bc0-bbf2a97bd30a,,136434.86383803142
47.236.144.226:58420,aa710fdc-3432-4be0-a4d6-ffce3511c2ec,5fb9e803-0031-43c0-a2c4-9a251333eab3,,172400.03165843812
157.148.101.187:58421,75ab2357-a408-40d4-b6ae-8b15df90c15f,b64e9450-e294-4bd6-a13c-17545105f102,,33126026.91800486
157.148.101.187:58421,75ab2357-a408-40d4-b6ae-8b15df90c15f,853eab54-9593-4467-91e7-1cd895cff0bf,,34639269.05443798
157.148.101.187:58420,4c5bda2e-cf5b-4beb-8735-a712d13badaa,d5fa4f27-abd8-4a27-a8a8-61d50eb8ec3f,,50102700.96082775
157.148.101.187:58420,4c5bda2e-cf5b-4beb-8735-a712d13badaa,95649ddf-e6d1-433c-a1be-b5bfd0a5e0ad,,45652671.89100024
47.236.144.226:58420,1b04431c-1f53-4eea-95bc-3d7c84cde6b0,fa8e7d91-f803-4f66-9844-492453bb183e,,129044.11422329796
47.236.144.226:58420,1b04431c-1f53-4eea-95bc-3d7c84cde6b0,38f82f7a-4230-47b8-a84e-266bb4c09998,,127466.93485334958
8.211.145.187:58420,7c24c227-9f95-47f4-a1f5-aed45d741c1d,0dda668f-7681-4e7a-af57-caafca5f69b6,,144901.3154364592
8.211.145.187:58420,7c24c227-9f95-47f4-a1f5-aed45d741c1d,5dd2076f-224e-429a-bacc-38dcf541701e,,136350.32365033703
157.148.101.187:58421,8dbdf583-3975-4f29-8294-c6068b3f6278,804d4927-32b9-401f-8343-eee21adabd31,,52519930.847710595
157.148.101.187:58421,8dbdf583-3975-4f29-8294-c6068b3f6278,880f65ae-7f5a-4741-8ad5-e254c23c987b,,51540100.63704298
47.236.144.226:58420,d244dc3a-186e-4af8-8970-1b83096e727c,c6c6149a-decf-41f2-a962-2027d9f62b02,,141626.78034848874
47.236.144.226:58420,d244dc3a-186e-4af8-8970-1b83096e727c,316fb96f-c43e-43e7-bbaf-d853c61f41c1,,153924.0901414302
8.211.145.187:58420,4d642642-b99a-4278-880c-164621d01abb,651ad2dd-5862-4bc5-bf0b-8d9aebcb570e,,134989.65432723827
8.211.145.187:58420,4d642642-b99a-4278-880c-164621d01abb,e8fe9bdf-6c63-4e7c-afa2-d69cd043ba7e,,141157.9518793049
8.211.145.187:58420,c2c89732-9315-4011-83df-e7531f6a0c2e,0890c051-ba3b-4b3a-9bdf-41fcc88c743c,,130804.96608305568
8.211.145.187:58420,c2c89732-9315-4011-83df-e7531f6a0c2e,5baf384c-dfa8-4f82-a412-001ee0637d84,,137579.9792169622
47.236.144.226:58421,00aefe85-2182-4102-a7b9-68a31c0ffe87,5cd429dc-5cab-44d9-a6dc-7449907878e2,,141793.1540523117
47.236.144.226:58421,00aefe85-2182-4102-a7b9-68a31c0ffe87,19765f0e-cb5e-4c73-8dde-e1c419eb8d84,,147477.053837607
47.236.144.226:58421,b1088d33-5118-4791-92d8-2764b1070355,4dc5f42f-8962-4831-a828-b021123d7b02,,143980.67410997069
47.236.144.226:58421,b1088d33-5118-4791-92d8-2764b1070355,83590a9f-1097-4efd-be32-8e97ea6197ca,,130826.251303316
47.236.144.226:58421,e628ffc4-d29d-4dcd-8270-4617109ac914,ae467b13-6d06-4b14-8553-6f1276d3acc6,,137913.34750880254
47.236.144.226:58421,e628ffc4-d29d-4dcd-8270-4617109ac914,39c39f47-c73d-4d2a-9751-a63ea8e105c4,,135368.35028786838
188.227.57.12:37777,37f79e12-592e-4bdd-818b-1b68bb73280f,90dcd4ed-2387-43a4-9bcb-25d676c8ed0e,,3231666.7637187913
188.227.57.12:37777,37f79e12-592e-4bdd-818b-1b68bb73280f,d0ab0afb-6737-4be4-9dd7-cdf2fdc7027b,,3154640.638825575
207.189.117.196:26195,b6e26c12-eebf-413d-b190-f8d1e5402c13,eca3a3be-aa12-4de0-96dc-8036c011cf50,,233774671.12032077
207.189.117.196:26195,b6e26c12-eebf-413d-b190-f8d1e5402c13,91054405-330d-4f3d-b648-b8ee64527891,,160454736.78557009
207.189.117.196:26195,5b7c9c8d-6819-4b49-a091-b10155a10ed8,03b9a246-32ef-4d0e-951c-418ecf2850ed,,62906999.84496096
207.189.117.196:26195,5b7c9c8d-6819-4b49-a091-b10155a10ed8,6436bbc6-8cb3-455b-9fc5-b0e7a932c08f,,64263082.88674449
207.189.117.196:26195,64ef3cc4-215c-43cb-b89a-b87dfd78a047,4083e653-1fcc-40c4-8a71-9f9a12d0287c,,94600646.07887533
207.189.117.196:26195,64ef3cc4-215c-43cb-b89a-b87dfd78a047,16c29ef3-f51c-4c8b-a726-32e0bd8de72e,,58596152.239809394
207.189.117.196:26195,6cdcf5d0-a6db-4be1-b758-5789b32b4237,21623201-f500-42af-8b23-7e03c641176e,,106113461.27563432
207.189.117.196:26195,6cdcf5d0-a6db-4be1-b758-5789b32b4237,4b1335a8-ea18-4722-976c-eb6d5b59109b,,93423502.2107443
207.189.117.196:26195,dc100bbf-b6bc-436d-90a4-8d0921e97afb,dc5d74a1-906f-42f1-a978-12830e9f215e,,215037813.646702
207.189.117.196:26195,dc100bbf-b6bc-436d-90a4-8d0921e97afb,1bfbdcc8-25ec-4989-a764-172d5792eb49,,216543159.64919364
207.189.117.196:26195,dc4872b5-7c9d-40f5-8511-b55c6f98475e,db123cc5-2452-4184-8904-dacb535c397f,,123044482.71879666
207.189.117.196:26195,dc4872b5-7c9d-40f5-8511-b55c6f98475e,e1800760-4ea8-493d-ae08-d557ae5128df,,64280481.895206004
207.189.117.196:26195,0c66d895-471b-4059-a1ff-9a7926ed099e,c659ab9f-4f86-492f-a737-df3f1ff55814,,
207.189.117.196:26195,0c66d895-471b-4059-a1ff-9a7926ed099e,c40afbb4-0293-491b-b2b4-6cc57abba68b,,129854638.6175679
207.189.117.196:26195,0c66d895-471b-4059-a1ff-9a7926ed099e,a686db8a-50cc-4775-8295-e79df5e312e3,,101437520.51927677
207.189.117.196:26195,b32db341-8233-426e-a82a-eb5c6f358ebf,b6e7a0d4-d50b-45a0-a107-2997c4e6d4c0,,
207.189.117.196:26195,b32db341-8233-426e-a82a-eb5c6f358ebf,c2d64a94-f1f1-4f90-88ed-06a5d19ee940,,188426141.22415188
207.189.117.196:26195,b32db341-8233-426e-a82a-eb5c6f358ebf,b003ece1-ff38-48f8-84f6-0cac153b5bcd,,202382184.0283599
207.189.117.196:26195,414d998b-a49d-4e65-b6f9-dc9379b1d288,e959adec-a355-460f-a7eb-19795f8ac0d2,,
207.189.117.196:26195,414d998b-a49d-4e65-b6f9-dc9379b1d288,ff98f515-293e-453e-841c-2b3e5adda780,,82716586.93084368
207.189.117.196:26195,414d998b-a49d-4e65-b6f9-dc9379b1d288,edb86760-ae45-42c4-8f27-4dc60dfe4dc6,,104546323.61732276
47.236.144.226:58421,57de4cfe-ff4e-4aa8-8e78-a270a99c2cbd,227632d6-329d-4776-a810-a1d83d25f8df,,132993.78861963225
47.236.144.226:58421,57de4cfe-ff4e-4aa8-8e78-a270a99c2cbd,05d0a4cf-b8f5-4a5d-8036-19f2630e47b0,,131157.58645719755
207.189.117.196:26195,c854ca33-b6dd-4e56-bb20-385e8f712b25,025f618e-7ea4-438f-9d36-ad7d13e938e8,,
207.189.117.196:26195,c854ca33-b6dd-4e56-bb20-385e8f712b25,16dcbb2a-03ef-4ae8-9195-8e2bf6299f8f,,241820912.74517778
207.189.117.196:26195,c854ca33-b6dd-4e56-bb20-385e8f712b25,0d68e0f4-0fb0-47af-9444-240532ea6a05,,217228675.58226064
120.236.8.226:6940,f84dd79d-0bfb-4c3b-9d43-a8a7dce26fa7,49ac1872-86b0-4657-895b-1acf38108e3b,,
120.236.8.226:6940,f84dd79d-0bfb-4c3b-9d43-a8a7dce26fa7,7bfa9347-e2a1-4a75-b067-6399346ffd21,,12801064.547563879
120.236.8.226:6940,f84dd79d-0bfb-4c3b-9d43-a8a7dce26fa7,a40ae954-9fb9-436c-974e-a370148900ff,,11869982.791430041
120.236.8.226:6940,6fdc8043-0101-450a-9733-5a5c54de69e0,1e8eaa74-853e-4849-815e-c2af6c64dc1a,,
120.236.8.226:6940,6fdc8043-0101-450a-9733-5a5c54de69e0,cab055bc-39d4-40a0-a59f-d34e3a3f2359,,12119610.757332917
120.236.8.226:6940,6fdc8043-0101-450a-9733-5a5c54de69e0,3f294494-3fe7-47fd-8f2a-f15a536fc8da,,12247345.660938948
120.236.8.226:6940,e1032366-5276-4375-9262-a854b777054e,5503fe90-7fad-4e87-a186-a7b9561c0e48,,
120.236.8.226:6940,e1032366-5276-4375-9262-a854b777054e,96cfedb9-626e-4c3e-bb32-75d5016a8769,,12043804.628369633
120.236.8.226:6940,e1032366-5276-4375-9262-a854b777054e,09f62e91-9705-464e-820b-827ac9983032,,12266190.072267301
yablufc.ddns.net:7878,7c626bba-3cbc-4664-a2e6-bfb7834978b5,d344a80d-6615-42d7-ae97-7e4751c030d1,,
yablufc.ddns.net:7878,7c626bba-3cbc-4664-a2e6-bfb7834978b5,02844f7a-7290-49ee-9809-c0b6af6c8ae5,,12213674.722189879
yablufc.ddns.net:7878,7c626bba-3cbc-4664-a2e6-bfb7834978b5,f96b3600-8b22-41c9-bf56-2483e33ec301,,11952726.13562559
