node_id,job_id,subjob_id,worker_count,subjob_throughput
54.158.66.216:7777,4625d744-d723-4fd3-914f-7f2847c566d1,4e631cda-0ce6-41af-a997-a6a36f80b79a,8.0,10463634.7679045
54.158.66.216:7777,4625d744-d723-4fd3-914f-7f2847c566d1,ca3717c3-902b-4c92-b616-f9ac505da8b9,10.0,9861712.64185545
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,75579f18-65d8-4c61-9a92-fe51ea6bd7c5,6334998d-1e87-4e3d-a5d6-b0e61c6c0333,8.0,471274453.957912
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,75579f18-65d8-4c61-9a92-fe51ea6bd7c5,2b88623f-4cb0-4497-802f-fb7564849547,10.0,1002701628.0797893
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,7ef16b49-a940-4b03-ba4b-d49f1bbaf599,1ddacce1-fc4f-45d7-aef0-f53c972caf5c,8.0,396930337.8460932
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,7ef16b49-a940-4b03-ba4b-d49f1bbaf599,f24e565e-ec26-45fe-94c3-9f11d9ccd597,10.0,1006786838.8127506
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,20e7f2d4-d853-4ce4-816d-25a2a8a0a73b,7150c4a9-1621-4ba2-9e5f-f3d6ef1c01d0,,
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,20e7f2d4-d853-4ce4-816d-25a2a8a0a73b,c50d64aa-1d7f-440f-a3b3-fb72901f425a,8.0,521493662.3794517
ahnawee8-xupio2pi-production.s3.us-east-1.amazonaws.com,20e7f2d4-d853-4ce4-816d-25a2a8a0a73b,26382a1c-6b65-4f6a-8a58-b20188142f1b,10.0,1000220336.3198947
157.148.101.187:58420,887bf991-5683-4bfb-8e38-09e2d344a333,bc439237-b3f3-4e0f-95c2-f03048006564,8.0,15233049.475709153
157.148.101.187:58420,887bf991-5683-4bfb-8e38-09e2d344a333,fb3b51aa-f6e2-45ab-bef8-9c83b0ef5d60,10.0,21587411.759475976
157.148.101.187:58420,e9f94805-e0ba-430d-ab6d-eb022ce9e6d5,9b6b74aa-de3c-46ea-a42c-df737ab824ae,8.0,21158596.056117736
157.148.101.187:58420,e9f94805-e0ba-430d-ab6d-eb022ce9e6d5,21b95281-18e7-45df-814b-70635dc55764,10.0,21218756.033590715
157.148.101.187:58420,aafdc19e-7c35-4413-8c84-5e70a28b0c97,23573a99-b1bb-4faa-95ef-f68ba1972596,8.0,28915741.837085865
157.148.101.187:58420,aafdc19e-7c35-4413-8c84-5e70a28b0c97,fa867e00-8cfe-4e59-8b20-5657746c407f,10.0,11654036.226637002
125.67.244.19:7777,c7057de1-b64e-48ac-aafe-cc17cdd37556,2985aa49-a121-4450-bb65-431df00dfffc,8.0,15693364.967119664
125.67.244.19:7777,c7057de1-b64e-48ac-aafe-cc17cdd37556,11af8522-5620-46ed-8421-7053249ba359,10.0,6952831.141013505
125.67.244.19:7777,96bcb907-fcaf-46fb-8fb8-2346a615bff4,7846e223-742c-4253-8cc5-f5898dfb850b,8.0,9637164.860350845
125.67.244.19:7777,731ce9e9-cbd9-4ece-952c-de4b5897cb0f,b4453069-05c2-4edb-9a03-c195771d1638,8.0,16620252.2449125
125.67.244.19:7777,731ce9e9-cbd9-4ece-952c-de4b5897cb0f,ba650328-38b7-4b91-a706-8b5f1d15b5a1,10.0,13772951.220581356
122.114.2.214:7777,a46dc055-fcaf-4757-92e1-24b217c6e21f,71db46de-5f75-43c5-8747-02ed9e2e32d2,8.0,7233730.0534483185
