id,job_id,status,type,details,deadline_at,worker_data,parent_id,url,sub_job_id,routing_key,recorded_throughput
ee3127c1-4113-4da0-a57c-dc80b1f49d2e,1bfb1e34-42e4-477a-ab96-8c83e2e8597a,Completed,CombinedDHP,"{'partial': 1, 'workers_count': 1}",2025-06-16T08:20:06.990989Z,"[{'id': 'b0ad021d-8acb-4d1b-866b-76456b5b16ab', 'worker_name': 'worker-c02e4fd030814686b055e153c722a50a-1154004514', 'is_success': True, 'download': {'download_speed': 13.133853849692477, 'download_start_time': '2025-06-16T08:18:07.413349755Z', 'elapsed_secs': 60.026, 'end_time': '2025-06-16T08:19:07.440345644Z', 'job_start_time': '2025-06-16T08:17:56.997781472Z', 'second_by_second_logs': [['2025-06-16T08:18:08.028071043Z', 605908, 605908], ['2025-06-16T08:18:09.051688652Z', 1835008, 2440916], ['2025-06-16T08:18:10.016989548Z', 1687552, 4128468], ['2025-06-16T08:18:11.040426474Z', 1589248, 5717716], ['2025-06-16T08:18:12.019783305Z', 1556480, 7274196], ['2025-06-16T08:18:13.042714571Z', 1720320, 8994516], ['2025-06-16T08:18:14.006057541Z', 1654784, 10649300], ['2025-06-16T08:18:15.029091905Z', 1769472, 12418772], ['2025-06-16T08:18:16.008373083Z', 1703936, 14122708], ['2025-06-16T08:18:17.031470485Z', 1916928, 16039636], ['2025-06-16T08:18:18.057099064Z', 1310720, 17350356], ['2025-06-16T08:18:19.007309146Z', 1015808, 18366164], ['2025-06-16T08:18:20.029370734Z', 1179648, 19545812], ['2025-06-16T08:18:21.005446480Z', 1179648, 20725460], ['2025-06-16T08:18:22.028323119Z', 1261568, 21987028], ['2025-06-16T08:18:23.050590448Z', 1327104, 23314132], ['2025-06-16T08:18:24.018785021Z', 1310720, 24624852], ['2025-06-16T08:18:25.041447671Z', 1490944, 26115796], ['2025-06-16T08:18:26.068715256Z', 1703936, 27819732], ['2025-06-16T08:18:27.091118918Z', 1196032, 29015764], ['2025-06-16T08:18:28.011802121Z', 1064960, 30080724], ['2025-06-16T08:18:29.034852193Z', 1228800, 31309524], ['2025-06-16T08:18:30.057727850Z', 1245184, 32554708], ['2025-06-16T08:18:31.022882830Z', 1294336, 33849044], ['2025-06-16T08:18:32.000899195Z', 1277952, 35126996], ['2025-06-16T08:18:33.023238156Z', 1441792, 36568788], ['2025-06-16T08:18:34.027296707Z', 1540096, 38108884], ['2025-06-16T08:18:35.076583336Z', 1769472, 39878356], ['2025-06-16T08:18:36.035519494Z', 1622016, 41500372], ['2025-06-16T08:18:37.016870773Z', 1703936, 43204308], ['2025-06-16T08:18:38.017522587Z', 1916928, 45121236], ['2025-06-16T08:18:39.004775498Z', 1966080, 47087316], ['2025-06-16T08:18:40.027566963Z', 2048000, 49135316], ['2025-06-16T08:18:41.005480244Z', 1916928, 51052244], ['2025-06-16T08:18:42.005206840Z', 2015232, 53067476], ['2025-06-16T08:18:43.028085616Z', 2146304, 55213780], ['2025-06-16T08:18:44.014344314Z', 2162688, 57376468], ['2025-06-16T08:18:45.036476712Z', 1851392, 59227860], ['2025-06-16T08:18:46.017715902Z', 2064384, 61292244], ['2025-06-16T08:18:47.018812937Z', 2260992, 63553236], ['2025-06-16T08:18:48.003318377Z', 2260992, 65814228], ['2025-06-16T08:18:49.025169270Z', 2375680, 68189908], ['2025-06-16T08:18:50.005734249Z', 2277376, 70467284], ['2025-06-16T08:18:51.006590607Z', 2359296, 72826580], ['2025-06-16T08:18:52.029144684Z', 2473984, 75300564], ['2025-06-16T08:18:53.013538645Z', 2260992, 77561556], ['2025-06-16T08:18:54.037999409Z', 1589248, 79150804], ['2025-06-16T08:18:55.020192884Z', 1589248, 80740052], ['2025-06-16T08:18:56.017530196Z', 1671168, 82411220], ['2025-06-16T08:18:57.004863616Z', 1605632, 84016852], ['2025-06-16T08:18:58.027853490Z', 1720320, 85737172], ['2025-06-16T08:18:59.007810704Z', 1736704, 87473876], ['2025-06-16T08:19:00.006080581Z', 1818624, 89292500], ['2025-06-16T08:19:01.028249362Z', 1949696, 91242196], ['2025-06-16T08:19:02.015176295Z', 2064384, 93306580], ['2025-06-16T08:19:03.038880174Z', 2473984, 95780564], ['2025-06-16T08:19:04.019231042Z', 2146304, 97926868], ['2025-06-16T08:19:05.016420047Z', 1900544, 99827412], ['2025-06-16T08:19:06.008494386Z', 1376256, 101203668], ['2025-06-16T08:19:07.030738018Z', 1507328, 102710996]], 'time_to_first_byte_ms': 10415.0, 'total_bytes': 103333588}, 'ping': {'avg': 0.1015101459, 'max': 0.101622792, 'min': 0.101454779}, 'head': {'avg': 122.944735, 'max': 310.55846799999995, 'min': 101.908701}}]",1bfb1e34-42e4-477a-ab96-8c83e2e8597a,https://misc.quimian.com/misc/debian-12.11.0-amd64-netinst.iso,ee3127c1-4113-4da0-a57c-dc80b1f49d2e,us_east,13.133853849692477
