subjob_id,failed_percentage
51e5ebcf-f008-4319-ad32-ef48797f015c,100.0
530ab850-70c0-4a33-819c-c638477bb3f3,0.0
544c0676-3d35-4521-9213-f200d01f6ab6,0.0
5509c73a-583c-4db9-8bc0-bbf2a97bd30a,100.0
5557ac57-e218-4fe4-ab88-d2427a8c1e36,100.0
557df711-10d1-4bcc-9301-28b870867e44,0.0
5627b82e-be74-464d-8dfe-4e52889593be,6.25
57d0cb1e-cda7-4851-8a62-b7662ec2002e,0.0
596884e6-738a-4f59-a00d-f53267ade793,0.0
59da326f-433b-4f68-943e-7e923a27af11,100.0
5a0c7500-f8d9-4fc2-b4aa-6417ad27ae1b,0.0
5ac2a361-c4f0-4522-9892-76e64fa473cd,0.0
5baf384c-dfa8-4f82-a412-001ee0637d84,100.0
5bc2adc2-457a-48a9-8463-34769d8d17c0,0.0
5cd429dc-5cab-44d9-a6dc-7449907878e2,100.0
5cd6f07f-4f8f-4000-95e1-d118a119392b,100.0
5d48b120-8b3e-484c-bee0-c80a8f58e5b0,0.0
5d8af224-0d10-405b-a134-8635bd3e5d4d,100.0
5dd2076f-224e-429a-bacc-38dcf541701e,100.0
5df540e3-e1f2-49fc-82bd-7503e30a01ab,0.0
5facdd7d-043b-4778-bb3c-1e5dd742866e,0.0
5fb9e803-0031-43c0-a2c4-9a251333eab3,100.0
5ff8f49b-108a-4e37-b347-fb6131e34b9a,0.0
60402fe5-d6a8-4746-971a-8ce846c1f126,0.0
60c2f62d-5c74-49bf-97cb-d19f1d318c0b,0.0
61961d34-5b1d-417d-bc3a-d2f9f5cf45d9,37.5
628292d7-1aae-43c8-b61e-27b9e9a7bfbe,0.0
6316832d-ec55-4814-bed4-99e4bee45ade,0.0
6334998d-1e87-4e3d-a5d6-b0e61c6c0333,0.0
6436bbc6-8cb3-455b-9fc5-b0e7a932c08f,0.0
64806bf6-10e9-4b3b-bfc4-68b0eeeb3cd4,100.0
651ad2dd-5862-4bc5-bf0b-8d9aebcb570e,100.0
65de365a-da58-4b2d-b2c0-695695c558ec,0.0
6737d374-5add-40d1-8d72-cf8c916e71c6,0.0
6790e508-ecdb-4e1d-b59c-01abd3086403,100.0
681fbd29-b6f8-4324-aadc-58cde4703b07,70.0
68bc358f-de47-4166-bc82-fe7992c054cd,0.0
6988371a-a726-410d-81ef-fd22528b3e2d,0.0
6db2c12b-b0d3-4abe-a435-252840009d29,0.0
6eb93c38-c3fb-432a-a232-93207240f77c,0.0
706960d1-f9d0-4065-944e-8e2697adbb60,0.0
7174ea45-8644-481c-b767-b7f12c25fd68,100.0
71db46de-5f75-43c5-8747-02ed9e2e32d2,100.0
750378f3-3e06-485d-8a2c-8fe16a9f1f84,100.0
75c26e75-ee0d-448b-afa0-52a856f2ad5f,0.0
7619e754-3cd6-438e-8f04-7b202b2dd570,0.0
7662125c-57c0-4c0f-a696-c8dda81ad2b7,0.0
76878b9a-35a4-44dd-9197-e13383ccbcad,0.0
7740ad43-21c7-464e-b7f9-fcd63e3621d8,0.0
7772fb98-9d0e-4fd5-8913-6e60d0b9c8db,100.0
77944449-4aec-41b4-aecd-dff8bc91b7ee,90.0
780b06a6-6c35-45c9-b42a-fdb449a029be,0.0
7846e223-742c-4253-8cc5-f5898dfb850b,90.0
7b912d1b-5b3b-4fad-89e5-adc5ffdcb4a8,0.0
7bfa9347-e2a1-4a75-b067-6399346ffd21,80.0
7d081531-e10c-4046-887b-c16f904fa491,87.5
7d6c4ee6-befa-49d5-a4f8-8ace85af09b4,0.0
7dfed73d-1ab0-4755-8e55-3c6dc114de9e,100.0
8019c4c1-f562-43f0-8f0a-9e04f6da43b7,100.0
804d4927-32b9-401f-8343-eee21adabd31,0.0
82bef855-998a-4d7d-91c2-a02d572be037,0.0
83590a9f-1097-4efd-be32-8e97ea6197ca,100.0
835c57d6-bce6-4c93-8498-a9779133aa97,100.0
83fad3b0-81b4-4548-80f1-cde88ce8c944,0.0
84b03ce9-eb8e-4041-9e9e-d98b72757f20,0.0
853a7f44-64ed-4e31-8a47-80cb2c366ede,0.0
853eab54-9593-4467-91e7-1cd895cff0bf,0.0
86f236b8-bf65-47be-aa7d-f5ba8c6f66b7,90.0
86f7ed84-9097-437c-90a8-2095ca85cb26,100.0
879d1cb2-9800-4663-a9b6-4aa27d92815a,0.0
880f65ae-7f5a-4741-8ad5-e254c23c987b,0.0
882d53dd-4589-41d3-bc7a-179557a6db3c,100.0
88909834-c2f6-4070-bfb2-987725d5c101,100.0
88975411-3d29-4da0-a8af-537eed179e23,100.0
8a195fa0-d38d-4abc-85e2-ba85d7063007,90.0
8c398ee3-e6a6-4921-8881-65c3659e452c,0.0
8cddc791-66ca-4ef9-83b2-a3893496efdd,37.5
8ef4a069-c736-447d-bf20-d4f1dcb380fd,0.0
90b8db9b-5dc8-4bae-b163-8e7ba01f5401,0.0
90b9640b-e12c-41a1-978e-d2f488bf82a3,0.0
90dcd4ed-2387-43a4-9bcb-25d676c8ed0e,100.0
91054405-330d-4f3d-b648-b8ee64527891,0.0
93223dcb-31a3-4abc-bea5-e20d974658b4,0.0
9401c51e-bd64-45ce-88a0-f9a5ecc224fc,100.0
95649ddf-e6d1-433c-a1be-b5bfd0a5e0ad,0.0
95c4cf1e-bcef-4741-975e-695f98ee60d1,0.0
96ce0407-dd17-46c2-86f9-9c6cdc0422c8,90.0
96cfedb9-626e-4c3e-bb32-75d5016a8769,100.0
98f952e1-5d2b-493c-88e7-4b555578b430,0.0
9aedf7f8-e0be-4459-b2ae-5acd414696b8,0.0
9b6b74aa-de3c-46ea-a42c-df737ab824ae,0.0
9cfebe39-6b65-4e82-b09a-b027a777f2fc,0.0
9dbe34ea-f164-4238-a664-8cce5a403a69,0.0
9e454ee0-3f51-40c9-b209-cb04a813b102,100.0
9ed2a16d-c4d3-409c-b7b1-8679a5b01a3e,0.0
9f342142-275c-498d-9b47-8f953ec3b8bf,0.0
9f554205-d98a-4ee2-9874-2991cd94d3be,0.0
9f89a1dc-139f-4e79-aa1c-79a7cefd3c9a,0.0
9fc0bc38-154a-4387-b1e5-9f2143fa5815,100.0
a057e966-83a9-47e6-bf0f-b84c65994c34,100.0
a060f665-db3b-4796-91ba-de68a213e1f2,90.0
a10c50d0-6b2a-4d16-8ba4-dc9eb0774c46,100.0
a130ea89-8457-4238-8d48-d02340e4af86,70.0
a14f7205-7557-412a-bdee-93ddf94c114d,100.0
a192ef38-c4d5-4603-a760-4fe8e91ed922,0.0
a284911b-2e5f-48be-82ba-7ba0b3e36ff9,0.0
a2938374-b5b4-49c7-960a-b1e8f306078d,0.0
a31d9578-11bc-40bb-a86d-aafcb8087458,0.0
a34ce84d-e88f-4ec4-8d03-64979d06d8eb,0.0
a40ae954-9fb9-436c-974e-a370148900ff,90.0
a560ddef-9b91-40f8-99c9-00c44216b8b9,0.0
a686db8a-50cc-4775-8295-e79df5e312e3,0.0
a86e3979-8f37-4d4f-92ae-8969d2056fbc,0.0
a8c391d3-767a-46d3-a6fc-7f5ab43749d4,0.0
a8e99a2b-f45a-475f-8226-c23139d72606,80.0
a9495684-59bb-4e43-945c-e02a08178ae6,0.0
aaa15a80-6164-44d5-ba33-a020cc097906,0.0
ab66b178-317a-43bd-b6da-70da8fe155b9,100.0
abda52b8-f1d5-4747-b163-96cb3bc04959,0.0
ac5da2a6-ac1b-4f45-bd82-00bfb001d84a,0.0
acf21916-af95-4ac5-ba6b-5f1fc7f0ed21,0.0
ad55438a-6f3e-44c8-b9fe-64cb5d8a7338,0.0
ae373666-6f39-46fb-b038-932a3f72e3d0,0.0
ae467b13-6d06-4b14-8553-6f1276d3acc6,100.0
ae7c1df7-4ccd-4990-81e7-27102ae80c58,0.0
af07d920-533f-4b8f-bc72-bde5e1d6c61b,100.0
af91b855-9c07-4341-8426-f844a39ad14c,100.0
afed5747-f08f-4eac-ad96-6b077ed5d7dc,0.0
b003ece1-ff38-48f8-84f6-0cac153b5bcd,0.0
b12d73b0-20be-4c8b-9f2e-bee48f0f36a4,0.0
b24a58fa-3499-4f06-941d-cf4f89e75edf,0.0
b3df2c8e-7c7e-4920-ad02-fbc32d15a318,0.0
b4453069-05c2-4edb-9a03-c195771d1638,50.0
b46069c7-14e9-476d-b7c5-eb9c9230ab21,0.0
b64e9450-e294-4bd6-a13c-17545105f102,0.0
b88d8755-2b06-4a79-a4f3-1d772164f374,100.0
b8bb508b-2fe0-44c6-8f94-bb857430e028,100.0
b8d9a3d4-83b2-4297-a57b-ad2617f4ad54,100.0
b8f7da85-d931-4fc7-9f7d-9a46520eba3a,0.0
b91b634a-fe96-42da-a539-6f1ba5fe66ea,0.0
ba650328-38b7-4b91-a706-8b5f1d15b5a1,100.0
ba69ad08-aa04-4401-9b76-53768b15554a,0.0
ba90e1fc-bade-4c4f-bdf9-1980da6ab1ec,75.0
bafa95e1-0d90-4f71-aa04-0e1ea092462e,0.0
bb21188c-3636-4633-bf6f-b269bbc54048,100.0
bb3e9226-f97d-4df5-8ed5-6e6b85816b91,0.0
bc325a7a-45c7-43f5-8b0f-0dcaf64a9e57,100.0
bc439237-b3f3-4e0f-95c2-f03048006564,80.0
bdf27886-2456-4282-9e3d-f02f911d58d8,0.0
c1cc35a1-060e-461c-81e4-0bfe6cd762ed,0.0
c1cf686f-a822-4676-8227-2e8f33d70c33,0.0
c2d64a94-f1f1-4f90-88ed-06a5d19ee940,0.0
c40033dd-289e-4e79-b0a4-e4fd62a8da97,50.0
c40afbb4-0293-491b-b2b4-6cc57abba68b,0.0
c46680d9-7db6-4cf7-9710-5fee077e33e0,0.0
c50d64aa-1d7f-440f-a3b3-fb72901f425a,0.0
c594674c-4fc8-47f0-aa9d-ded657afc987,100.0
c5b4f757-4e3d-4bf5-9392-ff798c5de974,0.0
c6a1d43f-c2ec-499e-b2cb-ec8b8f8ddd36,100.0
c6c6149a-decf-41f2-a962-2027d9f62b02,100.0
c8d60616-9848-4ca4-b81a-b9f78e9b6d17,100.0
ca211a76-9a8a-437d-9045-15c26eca0543,0.0
ca3717c3-902b-4c92-b616-f9ac505da8b9,100.0
cab055bc-39d4-40a0-a59f-d34e3a3f2359,90.0
cb58c02e-02c0-4281-8a00-9ef32e4c084d,0.0
ce53945e-0bf2-44b2-a525-929291efb570,0.0
cf937433-9a1d-47b7-b1df-ec83762e4a81,100.0
d0083a86-4808-4e19-98d9-af595eb158ba,0.0
d0ab0afb-6737-4be4-9dd7-cdf2fdc7027b,100.0
d186de20-a4da-4369-9864-3646ff421db6,0.0
d2e19aa5-8593-46b0-8733-e6cade2d302e,100.0
d5fa4f27-abd8-4a27-a8a8-61d50eb8ec3f,0.0
d5fab82d-4423-45e6-bdba-aea92cbf7832,0.0
d72f2eac-0e00-4459-b0f1-dc3df3a3137e,100.0
d803b205-0ec8-4499-96ee-2e89716c8c65,0.0
d835600e-9215-4641-9ed0-50a9b11c926a,0.0
db0ccf59-602c-45bc-8a49-4a334853400c,0.0
db123cc5-2452-4184-8904-dacb535c397f,0.0
dc3bcae5-b074-445f-8951-32aff7aaa0bb,0.0
dc5d74a1-906f-42f1-a978-12830e9f215e,0.0
dcf1e5eb-06fa-4940-9513-b18c87d0c82f,100.0
dd144e66-a450-441f-88e6-2403277bccba,0.0
ddea949b-6ed9-478d-b55e-c0f42d037d5d,0.0
dee3e350-1c08-4150-b67a-062a1a19462c,0.0
e1800760-4ea8-493d-ae08-d557ae5128df,0.0
e1f60c6a-4b85-40f2-8ca4-eb6f01e2a5d7,0.0
e22d95c0-6b7e-42ae-8302-cd1e121fffb4,0.0
e416f307-c56a-4b24-917b-71c342a68f6b,100.0
e427bc71-33e2-4342-8683-52bc508573e0,100.0
e44cfb32-b886-48dd-b920-c989cb71fa91,0.0
e547b5a3-63ef-4ae0-a2a0-939feed488be,100.0
e77cf1ba-4e98-40e3-aa61-eddb8b065fc8,0.0
e8ee33a5-777f-48f9-b116-6d5b89800cfe,100.0
e8fe9bdf-6c63-4e7c-afa2-d69cd043ba7e,100.0
eb602615-2fa2-46a6-8f2b-66cb2b8f1fb2,0.0
eb61b42c-9562-4944-9295-14430b0cb274,100.0
eb7857d4-48b8-4f33-b44d-45b4814cfd34,100.0
eca3a3be-aa12-4de0-96dc-8036c011cf50,0.0
edb86760-ae45-42c4-8f27-4dc60dfe4dc6,0.0
ee6af797-848b-477f-a57f-2491762e3a67,100.0
ee9c3821-c510-47f6-82ce-94f94c1ebf7f,0.0
ef198208-6a7f-4a30-9cba-3f55295ed4c2,100.0
ef30abd9-8e8d-421d-bdb7-6e62b2450206,100.0
eff5aae3-76e5-422a-810b-7c31da5fd7ce,0.0
f0dc35a3-4e0d-4b5f-91a9-46388d113690,0.0
f0dd2a35-f59a-4b78-898d-319a0e861445,0.0
f0e62280-8141-43f2-98d4-99a8f1c4066e,12.5
f2257478-2a8e-436b-b3cf-97038db9a212,0.0
f24e565e-ec26-45fe-94c3-9f11d9ccd597,0.0
f29e8aee-381f-4744-a0a1-39014c6c5e66,100.0
f388d0bb-eb0e-4191-b23a-9dbfbd6b27b6,100.0
f6d641a5-8b16-4f58-b7d6-7776ab813d7f,0.0
f7186b93-98e9-4410-9266-3e83342eaeca,0.0
f7212e3e-549e-4bc0-b780-84fb08ae0eab,100.0
f856950a-93b7-443f-8e06-7e1088e04376,0.0
f8f3ceb0-cbc0-4a7c-983b-8d5bb0cb7c0a,100.0
f956fe34-1c6d-49b8-add7-ad96dbbc6704,100.0
f96a94d3-dd44-4e64-9320-4e315aa02bc3,0.0
f96b3600-8b22-41c9-bf56-2483e33ec301,100.0
fa867e00-8cfe-4e59-8b20-5657746c407f,100.0
fa8e7d91-f803-4f66-9844-492453bb183e,100.0
fb3b51aa-f6e2-45ab-bef8-9c83b0ef5d60,20.0
fb5f5b04-6d75-4ccb-b40a-80142bde8a67,0.0
fcdd8b6c-1e1d-4714-87ba-dbbe94bbfe46,25.0
ff98f515-293e-453e-841c-2b3e5adda780,0.0
